EXTRACTOR|MEASURE|MODEL|FILTER|ROC_AUC|AUC_PR|Max. f1
C3D_Block4|per patch|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.93032310|0.35649524|0.46717374
C3D_Block4|per patch|BalancedDistributionSVG/500/19/0.30|(2, 0, 0)|0.86905631|0.24947941|0.34509804
C3D_Block4|per patch|SpatialBin/SVG/0.20|(2, 0, 0)|0.91611416|0.30184465|0.42743741
C3D_Block4|per patch|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.92337175|0.32024885|0.43884035
C3D_Block4|per patch|SVG|(2, 0, 0)|0.88106006|0.24937140|0.33276949
C3D_Block4|per patch|SpatialBin/SVG/0.50|(2, 0, 0)|0.91774466|0.31162899|0.43449281
C3D_Block4|per patch|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.92571929|0.33589172|0.43860004
C3D_Block4|per frame (max)|BalancedDistributionSVG/500/19/0.30|None|0.78944906|0.72193240|0.74033149
C3D_Block4|per frame (max)|SpatialBin/SVG/0.20|None|0.79880688|0.76584228|0.73118280
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|None|0.77798573|0.72684762|0.72514620
C3D_Block4|per frame (max)|SVG|None|0.78020821|0.71727208|0.72916667
C3D_Block4|per frame (max)|SpatialBin/SVG/0.50|None|0.78570593|0.73572507|0.71428571
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|None|0.83401567|0.80882983|0.76666667
C3D_Block4|per frame (max)|BalancedDistributionSVG/500/19/0.30|(1, 1, 1)|0.75845128|0.74029887|0.69613260
C3D_Block4|per frame (max)|SpatialBin/SVG/0.20|(1, 1, 1)|0.79120365|0.75549106|0.73743017
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.82044684|0.76121320|0.76439791
C3D_Block4|per frame (max)|SVG|(1, 1, 1)|0.75739853|0.74763134|0.68544601
C3D_Block4|per frame (max)|SpatialBin/SVG/0.50|(1, 1, 1)|0.80032752|0.75603214|0.74594595
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.86536437|0.82319256|0.80219780
C3D_Block4|per frame (max)|BalancedDistributionSVG/500/19/0.30|(2, 2, 2)|0.72815534|0.67324050|0.70351759
C3D_Block4|per frame (max)|SpatialBin/SVG/0.20|(2, 2, 2)|0.78816236|0.72003655|0.74468085
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.85588958|0.80955664|0.78494624
C3D_Block4|per frame (max)|SVG|(2, 2, 2)|0.70932273|0.65689022|0.67676768
C3D_Block4|per frame (max)|SpatialBin/SVG/0.50|(2, 2, 2)|0.77845362|0.72472632|0.72727273
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.89472453|0.85156755|0.82978723
C3D_Block4|per frame (max)|BalancedDistributionSVG/500/19/0.30|(0, 1, 1)|0.76429992|0.74066664|0.71794872
C3D_Block4|per frame (max)|SpatialBin/SVG/0.20|(0, 1, 1)|0.81646976|0.77566005|0.74468085
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.80348579|0.73097904|0.76756757
C3D_Block4|per frame (max)|SVG|(0, 1, 1)|0.76231138|0.74369261|0.70103093
C3D_Block4|per frame (max)|SpatialBin/SVG/0.50|(0, 1, 1)|0.80524038|0.75041535|0.74444444
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.84606387|0.80263511|0.79558011
C3D_Block4|per frame (max)|BalancedDistributionSVG/500/19/0.30|(0, 2, 2)|0.74862557|0.71642837|0.71038251
C3D_Block4|per frame (max)|SpatialBin/SVG/0.20|(0, 2, 2)|0.81132296|0.77565055|0.74025974
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.81576793|0.74508561|0.75268817
C3D_Block4|per frame (max)|SVG|(0, 2, 2)|0.73856591|0.70234243|0.70588235
C3D_Block4|per frame (max)|SpatialBin/SVG/0.50|(0, 2, 2)|0.79763715|0.75206868|0.73076923
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.84805240|0.80248884|0.79558011
C3D_Block4|per frame (max)|BalancedDistributionSVG/500/19/0.30|(1, 0, 0)|0.78710960|0.71826430|0.72432432
C3D_Block4|per frame (max)|SpatialBin/SVG/0.20|(1, 0, 0)|0.78453620|0.75727259|0.71186441
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.79623348|0.75661408|0.75000000
C3D_Block4|per frame (max)|SVG|(1, 0, 0)|0.78032518|0.70987040|0.71084337
C3D_Block4|per frame (max)|SpatialBin/SVG/0.50|(1, 0, 0)|0.77810270|0.74875567|0.73913043
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.85974968|0.83059042|0.80851064
C3D_Block4|per frame (max)|BalancedDistributionSVG/500/19/0.30|(2, 0, 0)|0.74862557|0.66927796|0.68539326
C3D_Block4|per frame (max)|SpatialBin/SVG/0.20|(2, 0, 0)|0.78289858|0.73362272|0.73575130
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.80395368|0.77410703|0.75376884
C3D_Block4|per frame (max)|SVG|(2, 0, 0)|0.75213475|0.68158419|0.67515924
C3D_Block4|per frame (max)|SpatialBin/SVG/0.50|(2, 0, 0)|0.76207744|0.72990348|0.70000000
C3D_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.87671073|0.84590322|0.80198020
C3D_Block4|per frame (sum)|BalancedDistributionSVG/500/19/0.30|None|0.71142824|0.68358227|0.66960352
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.20|None|0.80477249|0.78838595|0.74074074
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.50|None|0.84313955|0.80766100|0.77528090
C3D_Block4|per frame (sum)|SVG|None|0.71388466|0.68103248|0.68181818
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.50|None|0.79260732|0.76381188|0.71856287
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.20|None|0.86045151|0.84356709|0.78160920
C3D_Block4|per frame (sum)|BalancedDistributionSVG/500/19/0.30|(1, 1, 1)|0.70710025|0.66871842|0.66972477
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.20|(1, 1, 1)|0.80021055|0.77512847|0.73417722
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.85939876|0.82231852|0.77192982
C3D_Block4|per frame (sum)|SVG|(1, 1, 1)|0.70815300|0.66514385|0.68807339
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.50|(1, 1, 1)|0.79073576|0.76227487|0.70370370
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.87858229|0.84758907|0.80722892
C3D_Block4|per frame (sum)|BalancedDistributionSVG/500/19/0.30|(2, 2, 2)|0.69622178|0.64565037|0.67307692
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.20|(2, 2, 2)|0.78781144|0.75584290|0.72514620
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.85530471|0.82205913|0.79381443
C3D_Block4|per frame (sum)|SVG|(2, 2, 2)|0.69692362|0.64312779|0.69456067
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.50|(2, 2, 2)|0.77202012|0.73799118|0.69767442
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.87671073|0.83579969|0.80924855
C3D_Block4|per frame (sum)|BalancedDistributionSVG/500/19/0.30|(0, 1, 1)|0.71142824|0.68358227|0.66960352
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.20|(0, 1, 1)|0.80477249|0.78838595|0.74074074
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.84313955|0.80766100|0.77528090
C3D_Block4|per frame (sum)|SVG|(0, 1, 1)|0.71388466|0.68103248|0.68181818
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.50|(0, 1, 1)|0.79260732|0.76381188|0.71856287
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.86045151|0.84356709|0.78160920
C3D_Block4|per frame (sum)|BalancedDistributionSVG/500/19/0.30|(0, 2, 2)|0.71142824|0.68358227|0.66960352
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.20|(0, 2, 2)|0.80477249|0.78838595|0.74074074
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.84313955|0.80766100|0.77528090
C3D_Block4|per frame (sum)|SVG|(0, 2, 2)|0.71388466|0.68103248|0.68181818
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.50|(0, 2, 2)|0.79260732|0.76381188|0.71856287
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.86045151|0.84356709|0.78160920
C3D_Block4|per frame (sum)|BalancedDistributionSVG/500/19/0.30|(1, 0, 0)|0.70710025|0.66871842|0.66972477
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.20|(1, 0, 0)|0.80021055|0.77512847|0.73417722
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.85939876|0.82231852|0.77192982
C3D_Block4|per frame (sum)|SVG|(1, 0, 0)|0.70815300|0.66514385|0.68807339
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.50|(1, 0, 0)|0.79073576|0.76227487|0.70370370
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.87858229|0.84758907|0.80722892
C3D_Block4|per frame (sum)|BalancedDistributionSVG/500/19/0.30|(2, 0, 0)|0.69622178|0.64565037|0.67307692
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.20|(2, 0, 0)|0.78781144|0.75584290|0.72514620
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.85530471|0.82205913|0.79381443
C3D_Block4|per frame (sum)|SVG|(2, 0, 0)|0.69692362|0.64312779|0.69456067
C3D_Block4|per frame (sum)|SpatialBin/SVG/0.50|(2, 0, 0)|0.77202012|0.73799118|0.69767442
C3D_Block4|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.87671073|0.83579969|0.80924855
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.20|None|0.54661446|0.04791396|0.11080067
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.50|None|0.57157739|0.05115725|0.11151257
EfficientNetB0_Block5|per patch|SVG|None|0.54457153|0.04774728|0.11266234
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.50|None|0.54645238|0.04792804|0.11082803
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.20|None|0.57437561|0.05152722|0.11192569
EfficientNetB0_Block5|per patch|BalancedDistributionSVG/500/9/0.30|None|0.57669506|0.05328077|0.11459839
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.20|(1, 1, 1)|0.54076190|0.04648925|0.11018467
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.56083770|0.04935441|0.11157691
EfficientNetB0_Block5|per patch|SVG|(1, 1, 1)|0.53760639|0.04608311|0.11063249
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.50|(1, 1, 1)|0.54075659|0.04649733|0.11011375
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.55880144|0.04889173|0.11161485
EfficientNetB0_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(1, 1, 1)|0.57707998|0.05064392|0.11582281
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.20|(2, 2, 2)|0.51596023|0.04421117|0.10181868
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.54037019|0.04778527|0.10171458
EfficientNetB0_Block5|per patch|SVG|(2, 2, 2)|0.50961215|0.04347898|0.10120516
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.50|(2, 2, 2)|0.51610847|0.04422747|0.10182019
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.53428834|0.04656757|0.10183609
EfficientNetB0_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(2, 2, 2)|0.54957774|0.04724574|0.11316360
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.20|(0, 1, 1)|0.54099525|0.04666005|0.10855484
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.56696579|0.05033448|0.11097673
EfficientNetB0_Block5|per patch|SVG|(0, 1, 1)|0.53783356|0.04626407|0.10963828
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.50|(0, 1, 1)|0.54085031|0.04665777|0.10849180
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.56673215|0.05016226|0.11105406
EfficientNetB0_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(0, 1, 1)|0.57797468|0.05132955|0.11503255
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.20|(0, 2, 2)|0.52541592|0.04521281|0.10393712
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.56099527|0.05049568|0.10546591
EfficientNetB0_Block5|per patch|SVG|(0, 2, 2)|0.51759994|0.04432438|0.10383147
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.50|(0, 2, 2)|0.52539675|0.04520969|0.10386316
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.55914697|0.04979040|0.10589694
EfficientNetB0_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(0, 2, 2)|0.56173039|0.05003438|0.10726862
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.20|(1, 0, 0)|0.54654851|0.04777140|0.11170340
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.56826179|0.05049384|0.11266861
EfficientNetB0_Block5|per patch|SVG|(1, 0, 0)|0.54414933|0.04760545|0.11323047
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.50|(1, 0, 0)|0.54650728|0.04779343|0.11165049
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.57026641|0.05067262|0.11280006
EfficientNetB0_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(1, 0, 0)|0.57533875|0.05238768|0.11585396
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.20|(2, 0, 0)|0.54311816|0.04746689|0.11153260
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.56338212|0.04999584|0.11119106
EfficientNetB0_Block5|per patch|SVG|(2, 0, 0)|0.54120879|0.04734925|0.11275988
EfficientNetB0_Block5|per patch|SpatialBin/SVG/0.50|(2, 0, 0)|0.54316870|0.04750110|0.11144108
EfficientNetB0_Block5|per patch|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.56500929|0.05004045|0.11164119
EfficientNetB0_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(2, 0, 0)|0.56650609|0.05099162|0.11342210
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.20|None|0.71189613|0.70775851|0.67579909
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|None|0.49912270|0.40942391|0.64406780
EfficientNetB0_Block5|per frame (max)|SVG|None|0.66966897|0.56143622|0.66666667
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.50|None|0.70920576|0.70338774|0.67213115
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|None|0.42215464|0.36937004|0.63358779
EfficientNetB0_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|None|0.67154053|0.56682920|0.67307692
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.20|(1, 1, 1)|0.70487776|0.70046465|0.68468468
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.49304012|0.40084782|0.64935065
EfficientNetB0_Block5|per frame (max)|SVG|(1, 1, 1)|0.66452217|0.56311082|0.67307692
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.50|(1, 1, 1)|0.72406129|0.70408206|0.71559633
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.40823488|0.36410888|0.63076923
EfficientNetB0_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(1, 1, 1)|0.66662768|0.56968853|0.67317073
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.20|(2, 2, 2)|0.67692128|0.68714833|0.66666667
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.51854018|0.42010583|0.64935065
EfficientNetB0_Block5|per frame (max)|SVG|(2, 2, 2)|0.63446017|0.59986782|0.64150943
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.50|(2, 2, 2)|0.68288689|0.67552310|0.67521368
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.43782899|0.38261335|0.62903226
EfficientNetB0_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(2, 2, 2)|0.63270558|0.59868391|0.64114833
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.20|(0, 1, 1)|0.71493742|0.71123029|0.68122271
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.49023278|0.40015795|0.65020576
EfficientNetB0_Block5|per frame (max)|SVG|(0, 1, 1)|0.67949468|0.56690116|0.67619048
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.50|(0, 1, 1)|0.72230670|0.71413177|0.68778281
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.43794596|0.37535770|0.63358779
EfficientNetB0_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(0, 1, 1)|0.68136624|0.57061797|0.67647059
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.20|(0, 2, 2)|0.71832963|0.70762475|0.67248908
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.50532226|0.41041441|0.65020576
EfficientNetB0_Block5|per frame (max)|SVG|(0, 2, 2)|0.68007954|0.59707884|0.67647059
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.50|(0, 2, 2)|0.72183881|0.70549139|0.67942584
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.46028775|0.38562370|0.63813230
EfficientNetB0_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(0, 2, 2)|0.67949468|0.59642141|0.67317073
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.20|(1, 0, 0)|0.70674933|0.70070601|0.68837209
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.46321207|0.38707920|0.65020576
EfficientNetB0_Block5|per frame (max)|SVG|(1, 0, 0)|0.65399462|0.55544801|0.65714286
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.50|(1, 0, 0)|0.71505439|0.69833322|0.69483568
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.35793660|0.34619366|0.62641509
EfficientNetB0_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(1, 0, 0)|0.65902445|0.56792722|0.65714286
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.20|(2, 0, 0)|0.68136624|0.68638522|0.66101695
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.45057902|0.38024307|0.64435146
EfficientNetB0_Block5|per frame (max)|SVG|(2, 0, 0)|0.62826062|0.57547449|0.63636364
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/0.50|(2, 0, 0)|0.68663002|0.67428392|0.68468468
EfficientNetB0_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.31138145|0.33718076|0.62641509
EfficientNetB0_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(2, 0, 0)|0.63176980|0.58458860|0.63849765
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.20|None|0.68733185|0.67496530|0.65116279
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|None|0.62802667|0.55520536|0.65740741
EfficientNetB0_Block5|per frame (sum)|SVG|None|0.65247397|0.63169122|0.65873016
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.50|None|0.68452451|0.67124157|0.65116279
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|None|0.58813896|0.50387707|0.64912281
EfficientNetB0_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|None|0.66358638|0.63480279|0.66122449
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.20|(1, 1, 1)|0.68265294|0.67490308|0.64341085
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.61609545|0.56262312|0.62385321
EfficientNetB0_Block5|per frame (sum)|SVG|(1, 1, 1)|0.64206340|0.65990622|0.64822134
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.50|(1, 1, 1)|0.68288689|0.67310451|0.65354331
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.57199672|0.51877017|0.63076923
EfficientNetB0_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(1, 1, 1)|0.65329278|0.66385579|0.65079365
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.20|(2, 2, 2)|0.64943268|0.67132912|0.63846154
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.59480641|0.57439783|0.61710037
EfficientNetB0_Block5|per frame (sum)|SVG|(2, 2, 2)|0.60346239|0.66093523|0.64062500
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.50|(2, 2, 2)|0.65703591|0.67317496|0.63846154
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.55924670|0.51825096|0.62121212
EfficientNetB0_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(2, 2, 2)|0.60977892|0.66125809|0.63565891
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.20|(0, 1, 1)|0.68733185|0.67496530|0.65116279
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.62802667|0.55520536|0.65740741
EfficientNetB0_Block5|per frame (sum)|SVG|(0, 1, 1)|0.65247397|0.63169122|0.65873016
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.50|(0, 1, 1)|0.68452451|0.67124157|0.65116279
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.58813896|0.50387707|0.64912281
EfficientNetB0_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(0, 1, 1)|0.66358638|0.63480279|0.66122449
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.20|(0, 2, 2)|0.68733185|0.67496530|0.65116279
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.62802667|0.55520536|0.65740741
EfficientNetB0_Block5|per frame (sum)|SVG|(0, 2, 2)|0.65247397|0.63169122|0.65873016
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.50|(0, 2, 2)|0.68452451|0.67124157|0.65116279
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.58813896|0.50387707|0.64912281
EfficientNetB0_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(0, 2, 2)|0.66358638|0.63480279|0.66122449
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.20|(1, 0, 0)|0.68265294|0.67490308|0.64341085
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.61609545|0.56262312|0.62385321
EfficientNetB0_Block5|per frame (sum)|SVG|(1, 0, 0)|0.64206340|0.65990622|0.64822134
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.50|(1, 0, 0)|0.68288689|0.67310451|0.65354331
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.57199672|0.51877017|0.63076923
EfficientNetB0_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(1, 0, 0)|0.65329278|0.66385579|0.65079365
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.20|(2, 0, 0)|0.64943268|0.67132912|0.63846154
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.59480641|0.57439783|0.61710037
EfficientNetB0_Block5|per frame (sum)|SVG|(2, 0, 0)|0.60346239|0.66093523|0.64062500
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/0.50|(2, 0, 0)|0.65703591|0.67317496|0.63846154
EfficientNetB0_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.55924670|0.51825096|0.62121212
EfficientNetB0_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(2, 0, 0)|0.60977892|0.66125809|0.63565891
EfficientNetB3_Block4|per patch|SpatialBin/SVG/0.20|None|0.58405780|0.06281985|0.13283917
EfficientNetB3_Block4|per patch|SpatialBin/SVG/simple_0.50|None|0.57533011|0.06027700|0.11410142
EfficientNetB3_Block4|per patch|SVG|None|0.56030915|0.07016047|0.14631840
EfficientNetB3_Block4|per patch|BalancedDistributionSVG/500/7/0.30|None|0.54319659|0.06659621|0.14696862
EfficientNetB3_Block4|per patch|SpatialBin/SVG/0.50|None|0.58480020|0.06297913|0.13286371
EfficientNetB3_Block4|per patch|SpatialBin/SVG/simple_0.20|None|0.57481899|0.06059567|0.11396146
EfficientNetB3_Block4|per patch|SpatialBin/SVG/0.20|(1, 1, 1)|0.58643551|0.06343038|0.13233288
EfficientNetB3_Block4|per patch|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.57989319|0.06161155|0.11807593
EfficientNetB3_Block4|per patch|SVG|(1, 1, 1)|0.58118068|0.07494992|0.15087775
EfficientNetB3_Block4|per patch|BalancedDistributionSVG/500/7/0.30|(1, 1, 1)|0.59738692|0.07346058|0.14895330
EfficientNetB3_Block4|per patch|SpatialBin/SVG/0.50|(1, 1, 1)|0.58786114|0.06398377|0.13290272
EfficientNetB3_Block4|per patch|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.57206535|0.05906668|0.11580036
EfficientNetB3_Block4|per patch|SpatialBin/SVG/0.20|(2, 2, 2)|0.59102011|0.06527027|0.13893173
EfficientNetB3_Block4|per patch|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.56747414|0.05816352|0.11531715
EfficientNetB3_Block4|per patch|SVG|(2, 2, 2)|0.60098910|0.07353041|0.14733297
EfficientNetB3_Block4|per patch|BalancedDistributionSVG/500/7/0.30|(2, 2, 2)|0.62708971|0.07613152|0.14870115
EfficientNetB3_Block4|per patch|SpatialBin/SVG/0.50|(2, 2, 2)|0.59243522|0.06587274|0.14069342
EfficientNetB3_Block4|per patch|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.56214799|0.05543610|0.11469405
